userId,movieId
470,1 14 34 36 110 153 266 292 300 318 329 339 349 356 357 364 367 377 380 410 457 480 494 500 515 527 539 587 589 590 597 736 1073
471,1 296 527 2324 2959 4886 4973 6016 6377 7147 60069 68157 78499 79132 79702 92259 158966 168252
472,50 318 765 858 1193 1221 1693 1892 2423 2431 2840 3100 3178 3298 3361 3450 4993 5952 7153 48516 58559 91529 95510
473,293 318 2329 2596 2959 3897 4873 4878 4975 4979 7147 7361 8957 27904 30810 36535 46578 48082
474,1 16 17 21 28 32 34 36 45 47 50 52 111 150 199 222 232 235 246 247 249 260 261 262 296 300 307 308 318 329 337 364 377 380 412 440 454 457 475 480 497 515 527 529 534 535 539 543 562 588 589 592 593 595 597 608 670 708 720 733 745 750 778 780 858 898 899 903 904 905 906 909 910 912 913 914 915 916 919 922 923 924 926 927 928 930 936 944 945 948 950 951 954 955 956 965 968 969 986 1022 1033 1035 1041 1042 1059 1066 1079 1086 1089 1097 1103 1104 1124 1136 1148 1171 1177 1185 1187 1188 1189 1196 1197 1198 1203 1204 1207 1210 1212 1214 1217 1219 1221 1222 1223 1224 1225 1230 1231 1234 1235 1240 1242 1243 1246 1247 1250 1252 1253 1254 1258 1259 1260 1262 1266 1267 1270 1272 1278 1281 1285 1288 1291 1292 1293 1296 1303 1307 1333 1343 1344 1350 1353 1354 1356 1358 1366 1372 1374 1376 1380 1387 1393 1394 1396 1407 1408 1411 1413 1423 1449 1466 1496 1500 1537 1545 1569 1573 1580 1610 1617 1625 1635 1650 1653 1674 1680 1682 1683 1717 1719 1721 1748 1777 1797 1834 1893 1902 1909 1912 1913 1921 1931 1938 1940 1945 1947 1951 1952 1953 1954 1955 1957 1959 1960 1961 1962 1994 1997 2006 2019 2020 2022 2054 2058 2064 2066 2070 2076 2078 2080 2085 2100 2108 2114 2118 2139 2145 2160 2171 2182 2185 2186 2194 2202 2203 2206 2208 2243 2248 2268 2291 2295 2300 2310 2313 2324 2329 2334 2336 2355 2357 2391 2394 2396 2420 2424 2442 2494 2502 2529 2550 2565 2571 2579 2581 2583 2600 2612 2628 2640 2641 2664 2692 2693 2710 2712 2716 2723 2726 2728 2745 2761 2762 2791 2797 2801 2804 2863 2871 2872 2918 2919 2927 2935 2937 2940 2941 2952 2959 2966 2967 2968 2987 3000 3006 3011 3030 3037 3038 3039 3044 3052 3072 3095 3097 3101 3111 3114 3115 3125 3135 3147 3152 3160 3174 3175 3176 3181 3182 3211 3246 3260 3273 3306 3307 3310 3317 3330 3341 3350 3384 3386 3408 3424 3435 3447 3451 3461 3462 3475 3481 3489 3498 3504 3512 3515 3526 3536 3546 3548 3549 3556 3566 3608 3629 3632 3675 3723 3730 3735 3793 3801 3811 3816 3849 3859 3897 3910 3911 3932 3949 3967 3983 3994 3996 4007 4019 4027 4029 4034 4046 4077 4113 4160 4164 4171 4184 4190 4191 4211 4217 4226 4232 4246 4259 4263 4292 4306 4333 4347 4359 4361 4370 4380 4447 4448 4465 4495 4537 4546 4571 4641 4678 4754 4787 4801 4809 4823 4835 4857 4878 4881 4896 4902 4920 4963 4970 4973 4979 4980 4993 5008 5012 5015 5034 5064 5114 5135 5224 5266 5291 5294 5349 5377 5379 5398 5404 5445 5446 5450 5470 5483 5502 5505 5527 5528 5577 5601 5603 5618 5619 5632 5633 5644 5669 5673 5682 5685 5690 5747 5791 5802 5812 5816 5820 5876 5878 5952 5954 5971 5989 5991 5994 5995 6016 6031 6041 6101 6104 6163 6178 6181 6183 6195 6201 6218 6228 6232 6254 6269 6286 6291 6296 6305 6331 6333 6334 6350 6367 6377 6380 6385 6422 6466 6502 6515 6545 6552 6591 6592 6620 6650 6669 6768 6776 6785 6787 6791 6820 6856 6867 6874 6881 6890 6909 6918 6932 6936 6948 6963 6979 6981 6984 6985 6993 7013 7053 7055 7059 7061 7062 7064 7070 7087 7090 7121 7139 7141 7153 7156 7158 7160 7162 7212 7217 7219 7234 7256 7285 7318 7323 7361 7371 7382 7438 7440 7451 7479 7493 7560 7566 7572 7584 7614 7619 7649 7700 7705 7713 7714 7728 7766 7789 7834 7932 7934 7981 7983 8011 8019 8125 8167 8191 8207 8228 8235 8331 8337 8338 8360 8366 8368 8376 8424 8463 8464 8507 8530 8607 8622 8636 8638 8645 8754 8784 8809 8827 8874 8875 8880 8914 8938 8949 8950 8951 8958 8961 8970 8979 8983 9018 25750 25752 25753 25757 25769 25825 25841 25850 25865 25886 25898 25952 26116 26133 26662 26712 27731 27790 27820 27834 27838 27878 27882 30707 30749 30793 30812 30820 30822 30850 31030 31116 31437 31658 31903 32582 32584 33166 33493 33660 34359 34405 34437 34528 34542 36517 37729 37733 37741 38038 38886 39183 39234 39292 39869 40732 40815 40819 41527 41566 41997 42002 42004 42418 43376 44191 44195 44709 44864 45028 45210 45499 45880 45928 45950 46850 46976 47099 47629 48516 48598 48698 48741 48774 48780 48879 49647 49772 49961 50685 50740 51540 51884 52767 52952 52967 53024 54001 54881 55071 55118 55687 55814 63433 66934
475,2 19 165 260 329 364 367 586 588 589 592 784 788 1196 1198 1210 1240 1270 1291 1356 1374 1527 1580 1676 1682 2006 2011 2012 2115 2353 2571 2617 2716 3578 3717 3752 3753 3793 3821 4232 4306 4343 4366 4367 4369 4370 4446 4701 4886 4896 4993 5218 5349 5378 5418 5459 5618 5816 5952 6333 6365 6534 6539 6564 6934 7153 7254 8360 8368 8371 8636 8644 8665 8961 8965 31658 31685 31696 33493 33794 34150 40629 40815 41566 44022 45499 45722 48394 52722 54001 54286 56171 56174 58025 59315 59501 59615 59784 60040 60074 68358 69526 69844 70286 71530 72998 77561 81834 82461 86332 88125 88140 89745 91500 91529 92259 101864 103042 103253 106487 109487 111362 111759 112852 115713 116797 116823 118696 122882 122886 122892 122904 122922 135133 139385 152081 166528
476,1 2 32 34 48 73 150 161 215 224 252 261 300 313 314 318 337 339 356 357 362 364 376 421 454 457 474 480 531 539 587 588 589 590 592 594 595 596
477,1 2 24 32 34 47 76 104 150 176 208 216 223 252 260 296 318 329 337 348 356 364 368 413 441 457 480 527 541 589 593 608 637 661 671 709 719 733 741 745 750 780 905 908 922 923 924 1036 1078 1080 1089 1097 1124 1136 1148 1193 1196 1198 1199 1203 1204 1207 1208 1210 1214 1219 1222 1223 1225 1228 1240 1246 1252 1253 1258 1259 1265 1270 1271 1274 1276 1278 1291 1293 1302 1333 1356 1357 1358 1387 1392 1394 1449 1527 1580 1584 1665 1682 1701 1748 1792 1831 1833 1835 1889 1909 1913 1921 1927 1945 1952 1953 1968 2005 2009 2011 2012 2019 2028 2046 2054 2064 2065 2085 2093 2115 2116 2138 2193 2208 2288 2294 2297 2300 2311 2321 2324 2353 2375 2395 2413 2420 2424 2455 2470 2502 2571 2599 2628 2664 2692 2694 2716 2761 2762 2791 2797 2804 2846 2858 2918 2987 2997 3000 3036 3105 3134 3160 3213 3253 3254 3275 3300 3347 3363 3421 3429 3438 3450 3462 3471 3476 3527 3552 3608 3671 3720 3751 3793 3798 3809 3811 3868 3897 3994 4014 4214 4226 4306 4454 4489 4499 4519 4571 4641 4678 4725 4734 4754 4826 4873 4874 4878 4973 4979 4993 5060 5069 5291 5348 5349 5378 5388 5444 5445 5449 5464 5618 5669 5673 5881 5902 5903 5944 5945 5952 5956 5971 6283 6299 6323 6333 6350 6373 6375 6502 6534 6584 6620 6645 6711 6807 6857 7051 7099 7147 7153 7335 7361 7373 7454 7934 8157 8169 8253 8361 8366 8376 8529 8622 8636 8783 8784 8874 8914 8949 8961 26662 26776 27156 27611 27660 27808 27904 30749 31658 31696 32587 32657 33004 33493 33794 34319 34405 35836 36535 37741 37857 38038 39292 41569 42422 44191 45447 46530 46976 47610 48043 48394 48516 48774 48780 51086 51255 51540 51662 51709 51939 52885 53468 53574 53953 53996 54004 54256 54272 54503 54771 55167 55269 55442 56145 56174 56251 56367 56921 57243 57368 57640 57669 58559 59037 59141 59315 59615 59784 60040 60069 60684 60756 60979 61132 61323 62155 62336 63131 64839 66934 67734 68237 68358 68791 69122 69757 69951 70286 70687 71057 71535 72226 72308 72998 74458 74553 76251 77455 77561 78746 79132 79702 82242
478,350 1073 33493 33679 33794
479,82 242 260 341 346 412 454 515 524 593 616 818 838 858 899 904 910 915 919 973 1029 1088 1198 1220 1231 1265 1278 1302 1394 1485 1921 1936 1958 1968 2021 2080 2085 2108 2125 2243 2362 2374 2384 2396 2542 2583 2599 2683 2700 2891 2908 3070 3098 3100 3102 3111 3244 3253 3270 3308 3360 3361 3363 3421 3477 3504 3526 3552 3671 3869 3893 4246 4308 4410 4499 4519 4700 4886 4979 4995 5135 5365 5404 5460 5938
480,6 10 16 32 34 47 101 110 111 147 249 260 261 293 296 300 316 318 337 348 356 367 441 480 500 508 527 541 553 586 588 589 590 592 593 608 778 784 858 919 923 953 954 991 1028 1060 1080 1089 1090 1097 1101 1103 1136 1183 1196 1197 1198 1200 1203 1206 1207 1208 1213 1214 1221 1225 1230 1235 1240 1242 1246 1247 1256 1257 1258 1263 1266 1270 1274 1288 1291 1302 1304 1307 1393 1394 1408 1449 1466 1610 1653 1673 1682 1693 1704 1721 1777 1921 1923 1954 1957 1961 1962 2003 2005 2011 2028 2115 2174 2248 2291 2321 2329 2395 2396 2406 2470 2502 2542 2571 2683 2692 2716 2728 2762 2788 2797 2804 2858 2908 2918 2959 2973 2987 2997 3020 3037 3101 3147 3148 3160 3252 3253 3255 3275 3285 3317 3355 3360 3362 3448 3481 3552 3578 3618 3677 3793 3812 3814 3852 3858 3897 3943 3969 3994 3996 4022 4027 4033 4226 4247 4308 4571 4649 4733 4776 4816 4865 4878 4973 4975 4979 4995 5010 5060 5064 5080 5225 5265 5283 5349 5377 5379 5481 5502 5508 5577 5679 5782 5902 5952 5956 5989 5995 6188 6333 6436 6502 6565 6620 6787 6796 6807 6863 6867 6870 6874 6879 6993 7147 7153 7162 7265 7361 7373 7419 7438 7458 7983 8366 8368 8376 8622 8636 8641 8783 8865 8874 8910 8958 8970 26965 27879 30707 30793 30810 30812 32291 32587 33162 33166 33421 33493 33660 33794 33880 34048 34271 34323 34405 35836 36477 36527 36529 36535 36537 37741 38061 39183 39231 39381 39444 40815 41285 41566 41569 41716 42418 43396 43460 43914 44191 44195 44199 44665 44761 46578 46723 46967 46970 46976 47044 47423 47610 47646 48142 48385 48394 48516 48774 48780 48783 49272 49280 49530 49651 51255 51662 52973
481,1183 1465 1608 1617 1629 1721 1729
482,2 50 62 185 316 329 339 442 494 592 648 653 780 786 1036 1042 1101 1198 1200 1270 1307 1374 1517 1527 1573 1610 1923 1968 2006 2124 2174 2353 2393 2640 2683 2792 2797 3005 3255 3527 3948 4270 4367 4389 5378 5388 5944 6539 6711 6754 6934 8268 8360 8361 8368 8528 8636 8644 8665 8958 8961 8972 8981 8984 8985 30707 30816 30825
483,1 2 16 18 26 29 32 50 110 165 170 180 198 236 260 293 296 317 318 344 356 364 368 370 380 431 466 475 480 485 520 527 551 588 589 608 653 661 741 778 799 858 899 902 909 910 912 914 953 1028 1032 1059 1080 1136 1172 1175 1196 1197 1198 1199 1200 1201 1203 1210 1214 1215 1230 1234 1256 1262 1265 1266 1270 1278 1287 1291 1367 1370 1479 1566 1588 1625 1653 1673 1704 1732 1748 1923 1967 2001 2005 2011 2012 2019 2028 2115 2125 2174 2193 2194 2231 2232 2291 2297 2324 2340 2394 2420 2443 2467 2490 2542 2571 2594 2598 2700 2723 2728 2788 2791 2797 2810 2843 2858 2916 2951 2959 2987 2997 3000 3033 3052 3076 3081 3108 3148 3156 3159 3174 3275 3301 3310 3317 3479 3489 3510 3618 3745 3868 3869 3967 3994 3996 4011 4015 4016 4018 4052 4085 4223 4226 4246 4306 4308 4361 4370 4446 4467 4720 4816 4886 4896 4963 4973 4993 4995 5004 5298 5319 5349 5418 5445 5477 5500 5618 5628 5902 5952 5965 5971 5989 6016 6283 6322 6350 6377 6442 6539 6711 6713 6807 6857 6863 6870 6874 6936 6947 7007 7090 7132 7147 7153 7164 7293 7361 7438 7757 8016 8253 8360 8368 8529 8533 8581 8607 8641 8644 8784 8798 8873 8874 8917 8949 8961 8970 8983 26082 26444 26606 26662 26776 26903 27370 27660 27721 27815 27904 30707 30749 30793 31364 31658 32554 32587 33004 33794 34405 36708 37729 37857 38061 42734 44191 44665 46948 47610 48082 48385 48394 48516 48780 50872 51255 51662 52885 53121 53123 53956 54001 54259 54272 54503 55269 55872 56251 56339 56367 56757 57504 57640 57669 58559 58998 59315 59387 59784 60069 61132 61323 62849 62956 63082 64614 64957 65261 65642 66097 66785 66934 68073 68157 68954 69122 69757 69844 69951 71033 72011 72554 72998 73017 74545 76077 76173 76251 78499 79132 79224 79242 79357 80463 81834 81845 83132 86882 87306 87483 88125 88129 88163 88448 89745 89904 90863 91128 92259 92643 93287 94070 94810 95167 95939 96417 96588 97304 97752 97921 97938 98809 99114 101612 102125 102481 103235 103341 104211 104241 104303 104841 106002 106696 106918 108932 109487 109971 111362
484,1 39 47 48 63 69 72 104 160 175 180 203 216 261 262 318 333 356 364 441 455 480 551 575 585 586 588 594 595 596 616 673 733 830 837 919 923 998 1015 1022 1025 1029 1032 1033 1059 1073 1084 1089 1213 1242 1380 1431 1513 1569 1593 1682 1753 1895 1917 1923 1968 2018 2078 2080 2081 2085 2087 2123 2133 2137 2174 2289 2291 2296 2329 2335 2502 2572 2694 2706 2707 2718 2762 2858 2959 3034 3177 3210 3253 3254 3438 3489 3617 3646 3809 3882 3911 3948 3949 3977 3988 4015 4034 4128 4239 4447 4638 4718 4734 4759 4816 4823 4975 4989 5103 5110 5159 5419 5786 5942 5954 5970 6188 6616 6796 6868 6870 6874 6936 6944 7147 7173 7285 7325 8363 8376 8528 8593 8641 8807 8917 8957 30825 32009 32587 33166 33794 34162 34271 34530 35836 37384 42725 44840 47640 48516 49530 50442 50872 51255 52245 52973 53996 54503 59143 60756 61024 63131 65802 69122 70183 71268 74789 76251 76293 80241 81847 82852 84374 86833 88163 88405 93320 93510
485,10 150 161 165 185 292 329 339 349 356 380 434 457 588 590 593
486,6 10 21 32 44 86 110 112 150 153 161 163 173 208 253 266 292 293 296 318 329 349 353 356 377 457 474 480 494 555 589 592 648 733 736 780
487,260 904 1197 2959 4306 4878 4993 5952 7153 7361 7438 8874 8961 27611 56367 61240 81845 109487 116797
488,1 17 36 246 272 318 457 527 593 595 608 678 720 745 838 898 899 904 910 912 914 953 955 1080 1125 1136 1148 1197 1207 1223 1704 1797 2109 2324 2359 2762 2918 3061 3088 3114 3396 3451 3671 3751 3897 3996 4014 4027 4306 4703 4857 4886 4973 4993 5135 5380 5470 5952 5995 6377 6385 6539 6807 7147 7153 7303 8360 8368 8961 30707
489,7 17 48 105 110 247 253 261 293 296 307 337 342 345 353 356 357 364 539 541 551 587 590 592 593 595 597 608 750 830 899 902 904 910 912 914 915 918 919 920 924 938 949 950 952 953 971 1028 1088 1096 1097 1172 1186 1198 1200 1201 1214 1225 1227 1246 1249 1258 1263 1271 1291 1307 1333 1339 1408 1527 1587 1617 1641 1729 1784 1924 1944 1961 1968 2012 2021 2115 2174 2291 2324 2336 2529 2571 2572 2594 2657 2692 2716 2739 2797 2822 2858 2908 2959 3000 3052 3067 3105 3147 3148 3257 3258 3418 3489 3527 3742 3897 3969 3996 4128 4226 4235 4246 4306 4308 4356 4474 4508 4867 4874 4973 4993 4995 5135 5377 5445 5618 5669 5878 5881 5945 5952 5971 5991 6238 6377 6874 6942 7046 7153 7293 7361 7438 8368 8533 8641 8645 8874 27803 33615 34072 37729 38798 39183 41285 44191 44694 45501 46578 46976 48394 48774 49286 49824 51255 51540 51662 57640 58559 59315 60069 60684 61132 61323 64839 66097 68954 69757 73017 77561 79132 81591 81845 84553 86000 87232 89118 89745 89864 89939 91658 96079 98809
490,215 296 306 307 308 593 1089 1206 1251 2571 2692 3481 4144 4226 4973 5690 6016 6669 7361 8638 44555 58559 64839 69757 78499 79132 80463 81591 86320 86345 86347 89492 89759 89804
491,317 356 367 586 597 1265 1485 1682 1784 1911 2671 2716 2953 3247 3948 4018 4025 4896 5218 5816 6373 6942 7293 7451 8529 27808 30825 31685 34162 40815 45720 49286 50872 54001 54272 63859 64969 65230 69406 69757 69844 81834 81845 88125 88405 88810 91077 104211 104374 106782 106918 129354 140110 170697 180231
492,1 3 9 36 61 62 65 74 76 79 88 104 112 135 260 467 494 637 647 648 653 656 662 673 692 704 733 736 737 743 748 761 762 765 780 782 785 786 788 799 802 805 809 829 832 833 836 839 842 849 879 880 886 891 990 1006 1042 1047 1049 1061 1105 1210 1356 1363 1393 1405 1407 1429 1431 1438 1474 1476 1485 1499
493,6 110 163 260 457 493 589 592 733 858 876 1196 1197 1198 1200 1218 1221 1222 1240 1275 1573 1918 1954 2000 2019 2028 2167 2571 2640 2924 2985 3267 3527 3972 3996 4085 4438 4441 4444 4701
494,110 260 589 858 1036 1196 1198 1200 1201 1210 1214 1221 1291 2028 2571 3578
495,19 50 104 145 150 216 223 231 317 318 344 356 527 588 780 784 858 1059 1172 1193 1208 1246 1247 1259 1263 1265 1377 1485 1517 1608 1617 1645 1682 1704 1721 1732 1777 1917 2028 2273 2409 2410 2411 2431 2571 2683 2700 2706 2762 2918 2959 3535 3578 3717 3911 3948 3949 4022 4239 4262 4369 4545 4643 4728 4776 4816 4963 4979 4995 5110 5449 5810 5956 5957 5989 6373 6870 6874 6936 6942 6957 7163 7254 7360 7361 7438 7445 7458 8528 8533 8641 8783 8917 8984 27773 30810 31410 35836 40278 44199 45672 45720 45728 46578 47997 48304 48516 49530 50872 52319 52973 53322 54503 55765 58559 58803 58998 59369 61132 63082 63992 64614 67255 68157 69122 69481 70286 72011 72641 72998 73290 74458 78209 79132 79702 80463 80489 80906 81562 86833 87306 87869 88125 88129 89492 89745 89774 91500 91658 92535 94959 96610 97304 97921 97923 97938 98154 98961 99007 99114 100383 104211 106100 106696 106782 106916 107406 111759 112183 112290 112556 112852 115149 115569 116823 117881 122882 122886 122904 127098 127198 134130 134368 136562 139385 139642 139644 140247 140715 142488 146656 148626
496,858 904 912 1221 4993 5952 7153 7757 40826 58559 99149 106920 109374
497,19 111 551 593 608 750 858 1193 1198 1206 1247 1258 1916 2324 2329 2762 2858 2959 7361 58559 68954 86781 96829 109487 112183 112290 112552
498,7 62 104 110 150 161 216 231 296 300 318 333 339 349 356 364 454 457 480 585 588 648
499,1201 1202 1220 1225 1304 1967 2337 2401 3508 3681 3727 4128 4327 4642 38304 40826 56286
500,1 104 176 180 216 260 322 356 440 480 543 588 595 708 720 1148 1175 1215 1274 1282 1476 1580 1641 1747 1784 1875 1968 2108 2355 2539 2542 2599 2700 2706 2858 2987 2997 3114 3175 3301 3355 3536 3566 3751 4161 4306
501,3 7 10 18 95 141 610 647 707 736 762 780 805
502,318 520 596 1077 1148 1206 1214 1250 1320 2300 2640 2746 3052 3147 3469 3471 3671 4034 7236
503,147 175 296 318 327 356 481 527 608 858 924 1036 1089 1193 1203 1206 1207 1213 1221 1259 1611 1997 2025 2076 2348 2571 2858 2877 3114 3147 3461 4226 4537 4641 6027 8042 26974 27904 48394 48516 68157 93840
504,1 296 345 377 708 852 1288 1307 1682 1797 1968 2289 2321 2353 2671 2859 3039 3101 3102 3481 3556 3783 3897 3911 4022 4027 4033 4034 4246 4306 4361 4979 4993 4995 5013 5060 5377 5812 5902 5952 5955 5989 6377 6552 6565 6708 6711 6870 6879 6927 6932 6942 6950 6953 7139 7149 7151 7153
505,47 593 968 1022 1029 1033 1215 1241 1261 2083 2087 2959 3461 3476 4105 4226 6502 6731 7360 7387 8874 71535
506,39 2541 37741 38061 40629 47629 53000 56367 56782 58998 61240 62293 68269 80549 109487
507,34 339 356 377 457 480
508,1222 1270 2011 2012
509,1 19 32 39 260 262 344 364 551 1080 1136 1196 1197 1198 1243 1281 1566 1682 1907 2124 2683 2761 2762 3159 3967 4306 4878 4973 4993 5389 5618 5952 5971 6807 6942 7153 7669 8360 8641 8961 31658 33004 33779 40629 44191 48394 51834 59387 63082 66097 66934 70521 71057 72226 74677 76093 78105 78499 80549 80586 81847 84847 88163 89678 89745 91337 91529 93840 93988 95167 96588 98491 99114 106642 106696 107406 107565 108932 112175 112852 115617 117176 122892 126142 130073 133419
510,50 101 457 556 750 858 926 1036 1198 1208 1247 1248 1258 1262 1265 1997 2395 2599 2791 2935 3198 3608 6787 33794 35836
511,318 356 527 1198 1653 2324 2571 2628 2959 3307 4973 4993 7153 51086 55814 55908 56941 59387 68954 79132 89745 90866 91529 92259 94677 97752 99114 105844 109487 112623 115149 115713 119145 122882 122916 127202 134130 139385 164179
512,32 39 47 50 110 150 151 160 161 165 253 288 296 300 318 356 364 377 454 457 474 480 527 587 593 595 597
513,32 110 150 235 260 296 318 457 593 750 920 923 1210 1220 1225 1304 1374 2858 4306 5349 6787
514,1 11 34 47 62 150 161 162 260 296 356 364 440 457 474 480 588 589 593 595 596 608 648 919 1022 1036 1079 1089 1090 1097 1124 1128 1136 1179 1193 1196 1197 1198 1200 1207 1210 1213 1214 1234 1240 1258 1259 1265 1266 1270 1278 1288 1291 1302 1307 1321 1345 1387 1393 1396 1449 1584 1610 1617 1673 1674 1682 1704 1721 1784 1954 1961 1962 1968 1982 1994 1997 2003 2028 2078 2081 2087 2096 2114 2115 2174 2194 2243 2268 2288 2398 2420 2455 2571 2662 2716 2762 2791 2795 2797 2804 2858 2867 2915 2918 2985 3098 3160 3196 3210 3253 3360 3361 3362 3363 3421 3471 3499 3527 3552 3671 3703 3740 3868 3911 4007 4128 4246 4306 4321 4361 4855 4995 5377 6296 6377 6639 6787 6942 6979 8368 26133 26375 26729 46578 50872 52435 54503 54881 54997 59369 60487 68157 68358 69122 69481 72641 73017 73854 74458 76093 79132 80463 81845 81932 82459 87869 88744 88810 89492 96588 102903 104211 106782 109374 109487 112552 115617 117590 122926 134130 142488 148626 149330 159093 179401 184931 185029 188797
515,50 260 318 356 527 2028 2959 3147 33794 48516 48780 58559 59315 60069 79132 91529 112552 116797 122916 122918 168250 168252 174055 175569 176371 179819
516,260 457 480 1042 1197 1198 1954 3471 4027 4306 4322 4333 4349 4429
517,1 34 277 318 357 364 500 515 586 587 595 616 899 902 910 912 914 918 919 920 953 1028 1029 1032 1035 1097 1183 1262 1270 1282 1293 1367 1641 2011 2012 2018 2078 2080 2081 2085 2087 2096 2384 2398 2565 2953 3061 3147 3257 3675 3967 4022 4306 4896 5013 5060 5816 6377 6942 8368 8965 41566 47629 50160 55052 59501 63082 64034 65685 68954 70599 80969 82169 90866 91488 94070 107780 116797 137857
518,1215 1275 1276 1372 1747 1876 2289 2353 2657 3897 6323 6333 6365 6377
519,318 356 1704 2329 3408 3948 4025 4963 5989 6378 7445 34162 51935 56367 59369 69122 72998 88163 104211 134393 140110
520,10 253 316 318 333 471 485 520 541 551 586 589 750 911 1080 1136 1197 1198 1200 1214 1215 1234 1240 1250 1265 1270 1278 1281 1291 1301 1356 1358 1485 1513 1580 1610 1625 1682 1748 1779 1801 2010 2011 2012 2072 2161 2194 2321 2375 2405 2406 2423 2470 2501 2502 2528 2542 2571 2617 2716 2723 2791 2916 2918 2997 3000 3039 3081 3147 3175 3408 3462 3469 3510 3529 3745 3751 3793 3948 4011 4027 4085 4306 4370 4447 4526 4677 4886 4973 4979 4993 4995 5008 5265 5349 5459 5618 6979 7036 7101 7147 7153 7266 7367 7373 8644 8961 8972 32469 33004 34048 34405 59315 59784 60069 60516 66934 68157 72998 73017 81845
521,6 14 18 25 36 43 52 58 79 86 608 628 648 661 708 733 736 780 802 805 837 1073
522,10 50 110 180 223 260 296 318 329 367 588 778 858 1036 1089 1136 1193 1196 1197 1200 1210 1214 1220 1221 1234 1265 1270 1291 1356 1371 1372 1373 1374 1393 1500 1580 1639 1645 1704 1732 1784 2028 2105 2329 2393 2502 2542 2571 2700 2858 2908 2918 2959 2997 3052 3406 3578 4011 4027 4878 4963 5464 5944 6016 6283 6378 6539 7361 8874 26614 27369 27611 33794 34405 38061 40148 44191 44195 44199 44665 48516 49272 51255 55820 57504 58295 58559 59315 60684 62849 63113 66544 66665 66934 67255 68157 68194 69122 70286 71535 76060 77455 77561 79006 79008 79132 79702 80463 81591 81845 81932 82459 82461 85414 86345 86347 86377 87306 88125 89492 89745 91529 91658 92535 94959 96079 99114 102445 104069 110102 112852 127098
523,2 293 317 318 356 364 367 527 587 594 1485 1704 1721 2959 3147 3578 3949 4014 4270 4973 4993 4995 5444 5618 5952 5971 5989 6350 6539 7143 7147 7153 7361 8861 8970 26776 26903 27731 31658 31696 33615 37729 45722 47610 52722 55167 56174 56367 56757 57504 58559 62336 65261 74458 76093 82169 91529 92259 95167 101962 102407 103141 103772 104283 106782 116797 120130 122904 127052 150548 152081 168252
524,1 6 10 47 95 150 151 161 235 260 349 367 377 380 457 474 480 485 494 541 552 553 587 588 589 593 733 748 805 832 924 1047 1049 1136 1196 1197 1198 1200 1201 1208 1225 1231 1233 1234 1240 1242 1250 1266 1270 1272 1275 1278 1291 1303 1356 1374 1376 1385 2019
525,1 39 50 150 236 260 293 318 356 364 380 480 520 527 551 597 608 733 899 902 914 916 1028 1035 1036 1079 1080 1088 1136 1196 1197 1198 1210 1220 1246 1259 1265 1270 1288 1380 1394 1527 1569 1682 1968 2078 2083 2096 2100 2144 2291 2324 2396 2398 2406 2502 2571 2572 2657 2716 2788 2858 2918 2947 2987 2997 3000 3033 3034 3052 3114 3421 3481 3483 3556 3671 3897 3911 3916 3949 3996 4014 4016 4025 4226 4299 4308 4447 4642 4720 4734 4816 4878 4963 4973 4979 5013 5064 5618 5669 5903 5971 5991 6296 6331 6377 6378 6385 6539 6711 6773 6807 6874 6936 6942 7090 7346 7438 7451 7762 8366 8368 8370 8376 8784 8874 8910 8983 26662 27611 27878 31658 33004 33166 33679 34405 37741 40629 42002 42734 44195 44199 44555 45720 45880 46578 47999 48394 48774 48780 52975 53123 54001 54190 56367 56563 58559 58998 60766 61240 68237 69757 69844 70286 71462 72226 76093 79132 79702 80463 80549 81591 81834 81845 88163 88810 89745 93510 93721 94959 95167 96079 96588 96610 97304 97866 97921 99149 102903 103107 103228 104272 106642 106889 109374 109487 110102 111759 112852 116797 119145 120807 122882 122886 134130 134853 140359 142115 146682 147384 159817
526,215 296 318 593 608 778 1202 1225 1246 1295 1732 1961 2324 2352 2692 2858 2959 3168 3448 3967 4014 4027 4973 4979 6807 7147 8961 39516 44555 46578 51255 55247 55814 60069 63876 81845 90430 92259 106100 106782 106916 106920 109374 112290 128620 134130 135198 176413
527,2 34 260 329 364 454 455 480 588 590 593 595 609 733 780 849 912 913 919 969 1017 1031 1035 1073 1097 1125 1129 1196 1198 1210 1214 1246 1254 1258 1259 1269 1270 1287 1291 1333 1350 1356 1371 1372 1373 1374 1376 1387 1393 1566 1587 1663 1810 1848 1909 1931 1961 1968 1982 1994 1997 2000 2057 2099 2115 2118 2135 2137 2138 2150 2160 2161 2193 2288 2312 2346 2355 2421 2429 2450 2455 2470 2471 2477 2528 2529 2533 2565 2613 2657 2716 2797 2822 2866 2867 2871 2872 2918 2944 2947 2950 2968 3016 3036 3044 3071 3072 3114 3147 3210 3359 3396 3401 3421 3448 3499 3672 3673 3674 3698 3751 4016 4232 4299 4445 4571 4638 4720 4801 4836 4896 4912 4936 5039 5040 5060 5218 5250 5540
528,110 150 296 356 457 589 593 778 1036 1213 1222 1240 1704 1718 2278 2329 2571 3578 4011 4037 4995 5254 5418 33794 44199 48516 55721 58559 67255 80906 85342 89492 91529 91658 105504 106782
529,32 95 135 260 653 733 736 780 786
530,11 150 292 339 349 356 440 454 457 474 480 539 587 590 592 593 597
531,10 260 480 593 733 1198 1259 1291 1466 1961 4993 5349
