word,vector
3267,"[0.04561614617705345,-0.005578886717557907,-0.10024663060903549,0.17991359531879425,-0.1303800642490387]"
71302,"[-0.09991824626922607,0.09084230661392212,-0.12293167412281036,0.028560977429151535,-0.0008996645919978619]"
886,"[-0.11347617208957672,-0.00018181419000029564,-0.09659277647733688,-0.0011300414334982634,0.053286392241716385]"
97836,"[-0.016274714842438698,0.0663539245724678,0.0009092977270483971,0.031521812081336975,-0.04568309709429741]"
27408,"[-0.07115665078163147,0.0930480808019638,0.026446189731359482,-0.010298110544681549,-0.028295155614614487]"
53953,"[-0.1723511815071106,0.23229382932186127,-0.014857896603643894,0.06337684392929077,-0.12126721441745758]"
5092,"[-0.005970270838588476,0.07762874662876129,-0.10938718169927597,0.037904828786849976,-0.06425981968641281]"
7101,"[0.07773955166339874,0.08177552372217178,0.059599921107292175,0.10569924116134644,0.04382852464914322]"
3801,"[-0.020347459241747856,0.20299102365970612,-0.2081151306629181,-0.014591214247047901,-0.05672620236873627]"
663,"[0.1544836014509201,0.05978365242481232,-0.02092147432267666,-0.03765537962317467,0.06834308803081512]"
6656,"[0.029933540150523186,0.0875142514705658,-0.10002052783966064,-0.05581101030111313,-0.0011669050436466932]"
63436,"[0.015880953520536423,-0.030054930597543716,-0.03388258069753647,0.011472891084849834,-0.07121656835079193]"
26237,"[-0.10344520211219788,-0.09326939284801483,-0.03758390247821808,-0.08699174970388412,-0.026010364294052124]"
5075,"[-0.05785259231925011,0.053163088858127594,-0.06897705048322678,0.07949380576610565,-0.04970663785934448]"
1767,"[-0.044675037264823914,-0.010810552164912224,-0.09825488924980164,0.019731203094124794,0.05297056958079338]"
168248,"[-0.29866284132003784,0.08987383544445038,-0.38378575444221497,-0.11830972135066986,-0.14282764494419098]"
56563,"[-0.05532534793019295,-0.03660918027162552,-0.03832000494003296,-0.06482037901878357,-0.026011371985077858]"
1627,"[-0.08381756395101547,-0.07912749797105789,-0.033445823937654495,-0.03837910294532776,-0.008980208076536655]"
37729,"[-0.3841135799884796,0.08889707177877426,-0.2472488284111023,-0.017448242753744125,-0.07929666340351105]"
72407,"[0.004707762040197849,0.12531939148902893,-0.05203862488269806,-0.012128973379731178,0.05425926297903061]"
3481,"[-0.12749433517456055,0.09310708940029144,-0.16013699769973755,0.06512316316366196,-0.20431064069271088]"
188751,"[-0.07769796252250671,-0.03129998967051506,-0.11637048423290253,0.012952009215950966,-0.016025949269533157]"
92,"[0.009627406485378742,-0.027204498648643494,0.0952501967549324,0.05291954427957535,-0.0820712074637413]"
6583,"[-0.0664302408695221,-0.00029879622161388397,-0.0762171521782875,0.08035678416490555,0.0445207841694355]"
4380,"[-0.03287212550640106,0.13737602531909943,-0.2368047833442688,-0.05363074690103531,-0.0936221182346344]"
6775,"[-0.09972570091485977,0.13301104307174683,-0.1556272804737091,-0.012304232455790043,-0.07448721677064896]"
4759,"[0.004689618479460478,-0.017005855217576027,0.038719940930604935,0.09340748190879822,-0.023103555664420128]"
1266,"[-0.5732476711273193,-0.7354783415794373,0.6595633625984192,-0.6005275249481201,-0.21482181549072266]"
6890,"[-0.23171615600585938,0.019286256283521652,-0.2988586127758026,-0.0770500898361206,-0.0666353851556778]"
58303,"[-0.1497991383075714,-0.12348829209804535,-0.10285981744527817,-0.08557364344596863,-0.037379465997219086]"
2075,"[-0.004969960078597069,-8.990638889372349e-05,-0.03975394368171692,-0.00011288077803328633,-0.006575009319931269]"
4160,"[-0.21099232137203217,0.023991728201508522,-0.2674446702003479,-0.05170441046357155,-0.009221186861395836]"
86320,"[-0.25413113832473755,0.10085181146860123,-0.124771349132061,-0.04308047890663147,-0.08198662102222443]"
53125,"[-0.3274267613887787,0.13524138927459717,-0.05850133299827576,0.17690739035606384,0.03962189704179764]"
2600,"[-0.40858519077301025,-0.14507247507572174,-0.028085092082619667,0.12812069058418274,-0.1458505392074585]"
27815,"[-0.22182941436767578,0.015297082252800465,-0.05779924616217613,-0.060050711035728455,0.024757152423262596]"
6786,"[0.05974547564983368,0.05047821253538132,-0.14706139266490936,0.0735355019569397,-0.11112932860851288]"
2587,"[0.01249255146831274,-0.03725846856832504,-0.015659324824810028,0.04845966771245003,-0.05680900439620018]"
4017,"[0.011354729533195496,-0.04611339420080185,-0.12282302975654602,0.03785692900419235,-0.0589112788438797]"
446,"[0.0655163824558258,-0.012765537947416306,0.002243652008473873,0.05869389325380325,0.125752791762352]"
95497,"[-0.11201164871454239,0.10446933656930923,-0.1049269586801529,0.015111950226128101,-0.09334224462509155]"
1892,"[-0.22662115097045898,-0.08944754302501678,0.0430438295006752,-0.11883355677127838,-0.0665762796998024]"
2906,"[-0.07533350586891174,0.046574827283620834,-0.028006307780742645,0.01903734728693962,0.08839606493711472]"
105254,"[-0.09991082549095154,0.02205953747034073,-0.057480085641145706,0.05645082890987396,0.023355703800916672]"
3557,"[-0.16789314150810242,0.05610048025846481,-0.11549992114305496,-0.0007971208542585373,0.002251769881695509]"
107348,"[-0.1866607666015625,-0.045249707996845245,-0.14190825819969177,-0.035302694886922836,0.017372271046042442]"
136449,"[-0.013080647215247154,-0.05692160502076149,0.04757564142346382,-0.049721986055374146,-0.06115248054265976]"
594,"[0.3912508189678192,-0.4786924123764038,0.022372838109731674,-0.48110929131507874,0.6969808340072632]"
7376,"[0.017752714455127716,-0.009464671835303307,-0.13093185424804688,0.08281663805246353,-0.03981126844882965]"
637,"[0.20577050745487213,-0.07408400624990463,0.010406991466879845,-0.06797505915164948,0.19929273426532745]"
97921,"[-0.241425022482872,0.18110105395317078,-0.06162935122847557,0.08995579928159714,-0.0034728453028947115]"
8239,"[-0.07337752729654312,-0.0383341945707798,-0.05650301277637482,-0.033016856759786606,0.024520454928278923]"
1967,"[0.07374338060617447,-0.132178395986557,-0.07074900716543198,-0.13734479248523712,-0.128949835896492]"
3628,"[0.03163729980587959,-0.09044672548770905,-0.10067330300807953,0.0034578987397253513,0.07499022781848907]"
2372,"[0.02025359682738781,0.02016851119697094,0.0018406276358291507,0.035126496106386185,0.026555553078651428]"
1263,"[-0.5241599678993225,-0.5595675706863403,0.6312365531921387,-0.45630407333374023,-0.22752539813518524]"
146244,"[-0.1444985270500183,0.06027306988835335,-0.13512714207172394,-0.07235375046730042,-0.11116203665733337]"
5477,"[-0.06690885871648788,-0.0009834854863584042,-0.09074826538562775,-0.11303548514842987,-0.025115137919783592]"
50658,"[-0.013196572661399841,0.002017978811636567,0.07488611340522766,0.1062878742814064,0.09952791780233383]"
412,"[0.02852960117161274,-0.08662807941436768,-0.057437073439359665,-0.21595996618270874,-0.006845833733677864]"
132153,"[-0.15954618155956268,0.024221859872341156,-0.12269449234008789,0.03776434808969498,0.015030237846076488]"
1713,"[-0.10765182226896286,-0.13323532044887543,-0.054197296500205994,0.02022060565650463,-0.09593036770820618]"
520,"[0.33937713503837585,-0.4401094615459442,0.06525765359401703,-0.3070898950099945,0.3691276013851166]"
112940,"[-0.03870782628655434,0.09841625392436981,-0.09555984288454056,-0.06180466711521149,-0.10595826059579849]"
148671,"[-0.17932076752185822,0.09211598336696625,-0.06267601251602173,-0.04186999052762985,-0.14445149898529053]"
58998,"[-0.3510739207267761,0.03300996124744415,-0.29766786098480225,0.07328522205352783,0.04825104773044586]"
37741,"[-0.3801809251308441,0.07537531852722168,-0.023609168827533722,0.002050795592367649,0.018448442220687866]"
125,"[0.15204283595085144,-0.12414540350437164,0.03785533085465431,0.14316627383232117,-0.061611052602529526]"
1306,"[-0.05957306548953056,-0.05280414596199989,0.06460309773683548,-0.02802947163581848,0.04120291396975517]"
152081,"[-0.3990613520145416,0.08219336718320847,-0.4055081605911255,-0.07529845088720322,-0.2550516426563263]"
5951,"[0.020521454513072968,-0.07706762850284576,-0.05236273258924484,-0.05183194577693939,0.011729723773896694]"
5365,"[-0.09512573480606079,0.05530216172337532,-0.12971234321594238,0.0424032025039196,-0.0663299635052681]"
55020,"[0.015166569501161575,0.03937974572181702,-0.010735074989497662,0.08061588555574417,-0.08272497355937958]"
2388,"[0.052963756024837494,0.024417266249656677,0.024202333763241768,-0.011616138741374016,-0.07957617938518524]"
99853,"[-0.17193901538848877,0.04508930444717407,-0.04368910938501358,0.08130878210067749,0.049604885280132294]"
2253,"[-0.05172841623425484,-0.022476423531770706,0.006068387534469366,0.04564390331506729,0.05093056708574295]"
142115,"[-0.037697456777095795,-0.048429764807224274,-0.02550264075398445,0.10055038332939148,-0.06523679941892624]"
57772,"[0.07013753801584244,0.05178914964199066,-0.004636380355805159,-0.0702250525355339,-0.0386258140206337]"
3726,"[-0.15974344313144684,0.09513166546821594,-0.0780179500579834,0.09832196682691574,-0.04113859683275223]"
102445,"[-0.3919203579425812,-0.06145980581641197,-0.1338922083377838,0.08874812722206116,-0.10543110966682434]"
3378,"[0.00582615053281188,0.06572932004928589,-0.05674562230706215,0.08778470009565353,-0.03593771904706955]"
1966,"[0.022273603826761246,-0.1229964941740036,-0.05397467315196991,0.06906776130199432,0.02759372629225254]"
901,"[0.109724260866642,0.05511046200990677,0.11049948632717133,0.018423452973365784,-0.03752415254712105]"
3502,"[-0.08936277031898499,0.07656293362379074,-0.05918729677796364,-0.026413697749376297,-0.0718260332942009]"
162968,"[-0.08970208466053009,-0.008076243102550507,-0.025349102914333344,-0.05393218994140625,-0.09833581745624542]"
63826,"[-0.03583719953894615,0.06026659533381462,0.03734869509935379,0.016846217215061188,-0.03129039332270622]"
5466,"[0.06831568479537964,-0.03474292531609535,-0.1332426518201828,-0.03488785773515701,-0.026490144431591034]"
1972,"[0.05609172582626343,0.0647050067782402,-0.07427502423524857,0.04714391753077507,0.08873238414525986]"
2724,"[-0.18738000094890594,-0.07155484706163406,0.1271490454673767,0.051420457661151886,-0.056388042867183685]"
18,"[0.2330000251531601,-0.025111760944128036,0.026030033826828003,0.11531209945678711,0.1311330944299698]"
33679,"[-0.2539747655391693,0.16409605741500854,0.10609713196754456,-0.032541725784540176,0.09007912129163742]"
49772,"[-0.04608456790447235,0.06416023522615433,-0.18965695798397064,0.046983055770397186,-0.012687030248343945]"
4032,"[0.00359480082988739,-0.06822928786277771,-0.11476466059684753,0.07320243865251541,0.02315884828567505]"
2057,"[-0.06607363373041153,-0.014474308118224144,0.07634221017360687,0.08306924253702164,0.025271542370319366]"
2184,"[-0.06784230470657349,-0.03058810904622078,-0.1400904655456543,0.08298546820878983,0.054674431681632996]"
5650,"[-0.07215515524148941,0.09428498893976212,-0.13449394702911377,-0.09042439609766006,-0.004893404431641102]"
59900,"[-0.2233147919178009,0.08542823791503906,-0.028380393981933594,0.06875813007354736,0.06377916038036346]"
32469,"[-0.08349783718585968,-0.026749897748231888,0.06898972392082214,-0.05114644020795822,0.020314300432801247]"
7169,"[-0.2935970723628998,0.04333037510514259,-0.11873996257781982,-0.007050011307001114,-0.04448408633470535]"
3752,"[-0.036353837698698044,0.1790791153907776,-0.09799366444349289,0.06935711205005646,-0.11517263203859329]"
8985,"[-0.09556123614311218,-0.030508143827319145,-0.13581958413124084,-0.09151215106248856,0.03993213176727295]"
82053,"[-0.05960814654827118,0.023901192471385002,-0.01609135791659355,-0.06972945481538773,0.02490811236202717]"
6263,"[-0.05884203687310219,0.017253225669264793,-0.09677805751562119,-0.021644365042448044,0.013994496315717697]"
111360,"[0.10492835938930511,0.03978908061981201,0.049633197486400604,0.09179549664258957,-0.09207027405500412]"
49822,"[0.033933572471141815,0.0436517708003521,-0.015404360368847847,0.04912104830145836,-0.02583150938153267]"
3070,"[-0.23354580998420715,0.11858057230710983,-0.224359393119812,0.06391096860170364,-0.07313928008079529]"
2764,"[-0.12130288034677505,-0.00977691076695919,-0.08799480646848679,-0.0589623786509037,-0.16045449674129486]"
5876,"[-0.15906447172164917,0.09051494300365448,-0.14530402421951294,0.053828734904527664,-0.018117118626832962]"
8919,"[-0.12668374180793762,0.059245165437459946,-0.001666836440563202,0.07175891846418381,0.014772210270166397]"
90717,"[0.015800725668668747,-0.07006250321865082,-0.10486211627721786,-0.036180537194013596,-0.09848421066999435]"
363,"[0.02705559693276882,-0.08151453733444214,-0.03190567344427109,-0.06887531280517578,0.06967311352491379]"
81786,"[0.02437572553753853,0.07123438268899918,0.014699328690767288,0.040077585726976395,-0.10251589119434357]"
2593,"[-0.03789941221475601,-0.05718985199928284,-0.015474127605557442,-0.033962830901145935,-0.07691594213247299]"
25750,"[-0.07250266522169113,0.062280427664518356,-0.09177479147911072,0.01974659226834774,0.0858675166964531]"
46976,"[-0.3833675682544708,-0.02853221818804741,-0.17963598668575287,0.06214534863829613,0.05617186799645424]"
71282,"[-0.21335263550281525,0.07395318150520325,-0.13758210837841034,-0.12428731471300125,-0.0023413081653416157]"
55282,"[-0.14943507313728333,0.09011222422122955,-0.045628871768713,0.040291137993335724,-0.12665033340454102]"
1217,"[-0.027903303503990173,-0.35447075963020325,0.42296719551086426,-0.24236658215522766,0.24858468770980835]"
7937,"[-0.12155410647392273,-0.03387971222400665,-0.1693374663591385,0.039826199412345886,0.057775963097810745]"
3000,"[-0.05955054610967636,0.15351396799087524,0.03572755306959152,0.6201616525650024,-0.26072102785110474]"
120466,"[-0.20872308313846588,-0.1263883411884308,-0.1498369425535202,-0.014590740203857422,-0.15842942893505096]"
117529,"[-0.23938117921352386,-0.03371690213680267,-0.11116486042737961,-0.16269780695438385,-0.23037061095237732]"
91658,"[-0.46550148725509644,-0.06327209621667862,-0.17359711229801178,0.1062525138258934,-0.0845806822180748]"
1784,"[-0.12669464945793152,-0.32499438524246216,0.19353695213794708,-0.16901223361492157,-0.14310702681541443]"
1503,"[-0.13517208397388458,0.042241569608449936,0.007259521167725325,0.05379641428589821,-0.07407071441411972]"
1629,"[0.03283761814236641,0.04576123133301735,-0.04727672040462494,0.0773659273982048,-0.04292695224285126]"
45210,"[-0.11157315969467163,0.019061528146266937,-0.13648676872253418,-0.028673678636550903,-0.09165728092193604]"
427,"[-0.06143655627965927,-0.054985277354717255,-0.008591273799538612,-0.03288190811872482,0.07094099372625351]"
261,"[0.421894907951355,-0.48443475365638733,-0.4320729374885559,-0.058615464717149734,0.05240130051970482]"
3344,"[-0.06426069885492325,-0.06963067501783371,0.07955732196569443,-0.060183849185705185,-0.014080071821808815]"
72356,"[-0.24124428629875183,0.13558422029018402,-0.18441390991210938,-0.08570636808872223,-0.06972747296094894]"
55071,"[-0.11677379906177521,0.020872920751571655,0.0046364981681108475,-0.09247390925884247,-0.0516294464468956]"
114028,"[-0.07658444344997406,0.01215767115354538,-0.06842292100191116,0.031302109360694885,-0.05521620810031891]"
4337,"[-0.04549920931458473,-0.026956580579280853,-0.15438492596149445,-0.0380789190530777,-0.0028681177645921707]"
53574,"[-0.12325973808765411,-0.03972809389233589,-0.11098558455705643,0.03029519133269787,-0.06979543715715408]"
3066,"[-0.10437177121639252,0.04888416454195976,-0.15853223204612732,0.13668793439865112,-0.14468127489089966]"
1225,"[-0.5926937460899353,-0.7428798675537109,1.2008074522018433,-0.5618461966514587,0.3623237907886505]"
107999,"[-0.06947197020053864,0.09264009445905685,-0.08584455400705338,-0.010396700352430344,-0.06479593366384506]"
5282,"[0.06515683233737946,0.09088838845491409,0.057592056691646576,-0.0601230151951313,0.05743097513914108]"
3285,"[-0.1099696159362793,0.03338950499892235,-0.1312292069196701,0.058411188423633575,-0.05670200660824776]"
438,"[0.09390433877706528,-0.018196819350123405,0.05773874744772911,0.04128298908472061,0.08469189703464508]"
6932,"[-0.03569990396499634,-0.021803440526127815,-0.11002061516046524,0.05982337146997452,-0.0960330069065094]"
2582,"[0.03847303241491318,-0.09324183315038681,-0.056556541472673416,-0.04378866031765938,0.019222086295485497]"
464,"[-0.013069726526737213,0.028272287920117378,0.05811731144785881,-0.09124718606472015,-0.05485871806740761]"
4979,"[0.059379979968070984,0.38568833470344543,-0.11556364595890045,-0.2222902476787567,-0.5800831913948059]"
101,"[0.408077210187912,-0.11480076611042023,0.03870182856917381,0.1250797063112259,0.06043338403105736]"
5446,"[-0.08136552572250366,0.08699490129947662,-0.07285162806510925,0.045068006962537766,-0.10402137041091919]"
3181,"[-0.074524886906147,0.08673886209726334,-0.1132279634475708,-0.017553968355059624,-0.03035738505423069]"
6764,"[-0.0945361778140068,0.06591891497373581,-0.09145113080739975,-0.03585275635123253,0.0492662750184536]"
1956,"[0.05139906331896782,-0.024140149354934692,-0.0008018827065825462,-0.0284007266163826,-0.11064983159303665]"
116897,"[-0.23520860075950623,-0.011791994795203209,-0.24865193665027618,-0.12944845855236053,-0.12504158914089203]"
247,"[0.45838385820388794,-0.40301957726478577,-0.14868494868278503,-0.01295686699450016,0.06763030588626862]"
319,"[0.37116193771362305,-0.40034177899360657,-0.3043884038925171,-0.233260378241539,0.002903042361140251]"
175569,"[-0.16992992162704468,0.16241061687469482,-0.25980547070503235,-0.024321289733052254,0.03193236142396927]"
2050,"[-0.08745301514863968,-0.10332512855529785,-0.021024880930781364,-0.07249285280704498,-0.0467461533844471]"
92422,"[-0.07580270618200302,0.09105436503887177,-0.19499273598194122,0.014951222576200962,0.07245394587516785]"
942,"[0.019080430269241333,0.1602325439453125,0.07112233340740204,-0.01973169483244419,0.06560295820236206]"
258,"[-0.01920362375676632,-0.1596871167421341,0.015500005334615707,-0.03906194493174553,0.003354861866682768]"
1605,"[0.08253136277198792,0.08053204417228699,0.08658802509307861,-0.005898253992199898,-0.011776288039982319]"
8718,"[-0.11427489668130875,-0.0853230208158493,-0.03437811881303787,-0.04013745114207268,0.04218592494726181]"
2670,"[-0.056979384273290634,-0.1755843609571457,0.0872134119272232,0.003658830653876066,-0.08702898770570755]"
8378,"[-0.05598937347531319,-0.08322229236364365,0.09412379562854767,0.001348281279206276,-0.05501102656126022]"
50274,"[-0.07339867949485779,0.07217869907617569,-0.020842421799898148,-0.07617850601673126,-0.0632404014468193]"
85397,"[-0.034139927476644516,-0.02697996236383915,0.07898739725351334,-0.07127824425697327,-0.0372491255402565]"
105197,"[-0.19718027114868164,-0.05113469809293747,-0.12273888289928436,0.005411449819803238,-0.10960327833890915]"
3198,"[-0.06927496194839478,0.1214098185300827,-0.04495920240879059,0.06469541788101196,-0.15714646875858307]"
80584,"[0.10010876506567001,0.036643899977207184,0.08543028682470322,0.005902035161852837,0.033533524721860886]"
3210,"[-0.008181859739124775,0.08143741637468338,-0.1623208373785019,0.1392236053943634,-0.138163223862648]"
1105,"[0.04610512778162956,-0.022487392649054527,0.02052845060825348,0.011246354319155216,0.12250299751758575]"
551,"[0.5288352966308594,-0.524137556552887,-0.11192254722118378,-0.46503618359565735,0.7251128554344177]"
933,"[-0.04452025890350342,0.24270890653133392,0.3047815263271332,-0.0036652476992458105,0.18824760615825653]"
7254,"[-0.1280589997768402,0.2511087656021118,-0.24683596193790436,0.22573335468769073,-0.2866784930229187]"
180265,"[-0.3686274588108063,0.06109052896499634,-0.39871126413345337,-0.15499521791934967,-0.1393476277589798]"
69784,"[-0.04440103471279144,0.1421053111553192,-0.0845368504524231,0.010606869123876095,-0.09125658124685287]"
8800,"[0.03238623961806297,0.040083203464746475,0.06970018893480301,0.09185917675495148,-0.09955257922410965]"
194,"[0.12638802826404572,-0.05151292309165001,-0.18114876747131348,0.03459141030907631,-0.05005202442407608]"
5409,"[-0.11096294969320297,0.09016178548336029,-0.051462817937135696,0.08742270618677139,-0.0506477989256382]"
72011,"[-0.42033082246780396,0.17830105125904083,-0.30571821331977844,-0.09071435034275055,-0.039851702749729156]"
5120,"[0.012701006606221199,0.11221233755350113,-0.044916678220033646,0.03556935116648674,0.0020189452916383743]"
85885,"[-0.08851981908082962,-0.07170989364385605,0.025185661390423775,-0.038021255284547806,0.03051626868546009]"
26492,"[0.021987468004226685,-0.10456103086471558,-0.1475362628698349,-0.07516056299209595,-0.03165855258703232]"
141928,"[-0.09067397564649582,0.02955753356218338,-0.17628371715545654,-0.13591408729553223,-0.11495291441679001]"
2990,"[0.020188985392451286,0.16634584963321686,-0.10089202225208282,0.21599718928337097,-0.06033412367105484]"
7299,"[-0.12872520089149475,-0.05805741250514984,0.004966253414750099,0.0442146398127079,-0.09145401418209076]"
49272,"[-0.28982433676719666,0.04555266350507736,-0.06071290746331215,0.13209418952465057,-0.04918195307254791]"
6193,"[-0.10350214689970016,-0.023716332390904427,0.07635509222745895,-0.06636355817317963,0.056957073509693146]"
99114,"[-0.36025938391685486,-0.04786647856235504,-0.20963501930236816,0.15068680047988892,-0.16773957014083862]"
91485,"[-0.2259889841079712,0.06904998421669006,-0.09136046469211578,-0.05463612079620361,-0.0155327832326293]"
719,"[0.09899068623781204,-0.08272336423397064,0.002358843572437763,0.0194120854139328,0.19185376167297363]"
27555,"[0.024864349514245987,0.10483613610267639,0.054048288613557816,0.08028370887041092,0.053177688270807266]"
159441,"[-0.34254780411720276,0.032715652137994766,-0.18950726091861725,-0.15383155643939972,-0.11136499047279358]"
49130,"[-0.13677382469177246,0.0335107184946537,-0.053400978446006775,-0.06572158634662628,-0.09694858640432358]"
62336,"[-0.28385788202285767,0.04040634259581566,-0.2008659988641739,0.0709749087691307,-0.10058258473873138]"
154,"[0.31159448623657227,-0.3812166154384613,-0.060843415558338165,0.002260602544993162,0.04338056221604347]"
1127,"[-0.1164235770702362,-0.3622933328151703,0.9108797907829285,0.22176286578178406,0.6975364089012146]"
6548,"[0.04022308439016342,0.11220884323120117,0.03261319920420647,0.032955385744571686,-0.10820208489894867]"
40732,"[-0.08136667311191559,0.16888034343719482,-0.10255087912082672,-0.07010915875434875,0.03307097405195236]"
164707,"[-0.10261587798595428,-0.08076285570859909,-0.1431557983160019,-0.11730052530765533,-0.03130561485886574]"
31221,"[0.04318813234567642,0.09156724810600281,-0.05116527900099754,0.07161328196525574,-0.07550475001335144]"
110591,"[-0.06474599242210388,-0.04256247729063034,-0.07994929701089859,0.015636704862117767,-0.049602728337049484]"
2266,"[-0.02493221126496792,0.0812280923128128,-0.09273611009120941,0.12631970643997192,-0.010014158673584461]"
4062,"[-0.2206457555294037,0.0769527330994606,-0.19099412858486176,-0.13530509173870087,-0.024692989885807037]"
215,"[0.4712618589401245,-0.45853951573371887,-0.19485153257846832,-0.13969331979751587,0.11286136507987976]"
27826,"[0.0391165092587471,0.03508888930082321,-0.03140287473797798,-0.08549891412258148,-0.030352458357810974]"
7844,"[-0.07408176362514496,0.0629081130027771,-0.14762188494205475,-0.05412899702787399,-0.06460389494895935]"
7264,"[-0.119626984000206,0.058056898415088654,0.044861115515232086,0.04312174394726753,0.07111619412899017]"
8784,"[-0.2777525782585144,0.0591885931789875,-0.10297267138957977,0.3669206202030182,0.023871881887316704]"
114180,"[-0.10170232504606247,-0.01577400043606758,-0.10626374930143356,0.04036694020032883,-0.051100920885801315]"
1687,"[-0.08981094509363174,-0.17404279112815857,0.09740181267261505,-0.01728682965040207,-0.12395552545785904]"
838,"[0.1585547775030136,-0.14523845911026,0.03982476145029068,-0.06679008156061172,0.15714938938617706]"
149354,"[-0.14065054059028625,-0.029752381145954132,-0.09908674657344818,-0.10734006017446518,0.007333669811487198]"
80590,"[0.0414830818772316,-0.06301311403512955,-0.08360283821821213,0.056336041539907455,-0.09985215961933136]"
5417,"[-0.12027709186077118,0.05466276407241821,-0.06361345946788788,0.04459994658827782,-0.009102662093937397]"
1236,"[0.04489564895629883,-0.06812167167663574,0.09506053477525711,-0.13485971093177795,-0.06417632102966309]"
25771,"[-0.2019655555486679,0.03666522353887558,-0.16918595135211945,-0.1460694670677185,-0.02379700541496277]"
1955,"[0.014835601672530174,0.025026854127645493,0.0005374355241656303,0.024909311905503273,-0.1128876656293869]"
27869,"[0.051824457943439484,0.043715331703424454,0.07976577430963516,0.019152633845806122,-0.036847975105047226]"
2248,"[-0.3008032739162445,-0.11335231363773346,0.03599317744374275,-0.10914435982704163,-0.10366693139076233]"
58293,"[-0.1810702532529831,-0.07109488546848297,0.01260991021990776,0.04140467196702957,0.00558609189465642]"
48322,"[-0.16444244980812073,-0.11552885174751282,-0.08392713963985443,-0.08703506737947464,0.004998849704861641]"
581,"[-0.12260682880878448,-0.03829572722315788,-0.2809661030769348,-0.08610091358423233,-0.06632228940725327]"
84512,"[0.018877429887652397,0.03485545516014099,-0.03469069302082062,-0.0526350699365139,-0.10390874743461609]"
648,"[0.5436577796936035,-0.2913413643836975,-0.09561506658792496,-0.12805722653865814,1.001265525817871]"
26171,"[-0.17752566933631897,0.018435414880514145,-0.2146587073802948,0.05177583917975426,-0.14338040351867676]"
137595,"[-0.10241241008043289,0.09019474685192108,0.019089236855506897,0.06828143447637558,-0.009959369897842407]"
1929,"[-0.11305051296949387,-0.11326185613870621,0.07720688730478287,-0.04514496028423309,-0.13599726557731628]"
7076,"[-0.3231517970561981,0.1251768171787262,-0.3602566421031952,-0.13706792891025543,-0.21583467721939087]"
1945,"[-0.08378823101520538,-0.03300175070762634,-0.08747324347496033,-0.052375875413417816,-0.1537482589483261]"
47894,"[-0.12012079358100891,-0.006825630087405443,0.023083491250872612,-0.05498654395341873,0.0962405800819397]"
74668,"[-0.014376034028828144,-0.07240203022956848,0.06842239946126938,0.049065034836530685,-0.07501337677240372]"
2789,"[0.007440829649567604,0.05420448258519173,-0.04705481231212616,-0.07056934386491776,0.04055290296673775]"
6241,"[0.012354867532849312,0.0727544054389,0.08398503065109253,-0.04340975731611252,-0.05958150327205658]"
69529,"[-0.05106217414140701,-0.06475907564163208,0.01416144147515297,0.025417320430278778,0.0031829853542149067]"
3033,"[-0.008581877686083317,0.13478711247444153,-0.11209086328744888,0.39316195249557495,-0.11875694245100021]"
8730,"[0.04213565215468407,0.022419767454266548,0.07242655754089355,-0.036596864461898804,-0.042692381888628006]"
114074,"[0.0848769024014473,0.12425106018781662,0.01316247321665287,0.008050812408328056,-0.014807896688580513]"
72378,"[-0.17685985565185547,0.0828789696097374,-0.2584330141544342,-0.07975733280181885,-0.09078111499547958]"
74683,"[-0.14653190970420837,-0.004037069622427225,-0.04831628128886223,-0.05239790305495262,0.001104474999010563]"
994,"[-0.017383720725774765,-0.047612566500902176,0.07935494929552078,0.03972938656806946,0.13445329666137695]"
131104,"[-0.047489289194345474,0.0633915364742279,-0.029763113707304,0.0345279686152935,-0.028710927814245224]"
5666,"[-0.05080531910061836,0.061601851135492325,-0.14051386713981628,-0.053289543837308884,0.05622052773833275]"
26265,"[0.022964030504226685,0.09125376492738724,0.013196404092013836,0.048418886959552765,-0.04979589581489563]"
179133,"[-0.13445807993412018,-0.12419828027486801,-0.13936060667037964,-0.10649096220731735,-0.13050991296768188]"
81847,"[-0.24090959131717682,0.243309885263443,-0.14475135505199432,0.21694578230381012,-0.12787899374961853]"
2070,"[-0.023566726595163345,-0.022702613845467567,-0.16348545253276825,-0.02272699773311615,-0.026263980194926262]"
36289,"[-0.06703031063079834,0.026375332847237587,0.053822122514247894,0.06249074265360832,-0.06652312725782394]"
6279,"[-0.15674936771392822,-0.08621319383382797,-0.010501579381525517,-0.03519897162914276,0.04655746743083]"
183,"[0.020580153912305832,-0.10348141938447952,0.04246258735656738,0.08880782127380371,0.008929505944252014]"
30,"[-0.036323126405477524,-0.13056476414203644,-0.09928605705499649,0.07516077160835266,0.05669436976313591]"
159717,"[-0.0680060088634491,0.08505992591381073,-0.13353492319583893,-0.10176664590835571,0.04322347790002823]"
3951,"[-0.013578507117927074,-0.059326138347387314,-0.008531641215085983,0.04922397434711456,-0.007534939795732498]"
96432,"[-0.0675453469157219,0.0860382467508316,-0.1513701230287552,0.027654539793729782,-0.05453252047300339]"
112868,"[-0.06397881358861923,0.006662048399448395,-0.038539059460163116,0.047849953174591064,-0.1282052844762802]"
7304,"[-0.14571940898895264,0.086870938539505,-0.018458541482686996,0.0032277842983603477,0.0013080004137009382]"
