movie_id,movie_embedding
2992,"0.0,0.0,0.0,0.0,0.30790097,0.0,0.0,0.0"
2993,"0.0,0.0,0.51932484,0.0,1.0782666,0.0,0.0,0.0"
2994,"0.0,0.0,0.44067603,0.0,1.0290126,0.0,0.0,0.0"
2995,"0.0,0.0,0.0,0.0,0.28962606,0.0,0.0,0.0"
2996,"0.0,0.0,0.19122142,0.0,0.7861098,0.0,0.0,0.0"
2997,"0.0,0.0,1.0175462,0.0,1.4861734,0.0,0.0,0.0"
2998,"0.0,0.0,0.3261885,0.0,0.9278414,0.0,0.0,0.0"
2999,"0.0,0.0,0.29690677,0.0,0.9015943,0.0,0.0,0.0"
3000,"0.0,0.0,0.9199565,0.0,1.403589,0.0,0.0,0.0"
3001,"0.0,0.0,0.27597147,0.0,0.87108624,0.0,0.0,0.0"
3002,"0.0,0.0,0.6226472,0.0,1.1956081,0.0,0.0,0.0"
3003,"0.0,0.0,0.12426011,0.0,0.72022694,0.0,0.0,0.0"
3004,"0.0,0.0,0.0,0.0,0.5148425,0.0,0.0,0.0"
3005,"0.0,0.0,0.4193071,0.0,1.003851,0.0,0.0,0.0"
3006,"0.0,0.0,0.9861817,0.0,1.4752527,0.0,0.0,0.0"
3007,"0.0,0.0,0.69596386,0.0,1.2566738,0.0,0.0,0.0"
3008,"0.0,0.0,0.5302429,0.0,1.0941995,0.0,0.0,0.0"
3009,"0.0,0.0,0.2305617,0.0,0.82659733,0.0,0.0,0.0"
3010,"0.0,0.0,0.39016554,0.0,0.98702115,0.0,0.0,0.0"
3011,"0.0,0.0,0.5389349,0.0,1.1105292,0.0,0.0,0.0"
3012,"0.0,0.0,0.196512,0.0,0.8119162,0.0,0.0,0.0"
3013,"0.0,0.0,0.3047644,0.0,0.903381,0.0,0.0,0.0"
3014,"0.0,0.0,0.0,0.0,0.43604887,0.0,0.0,0.0"
3015,"0.0,0.0,0.33212408,0.0,0.9321737,0.0,0.0,0.0"
3016,"0.0,0.0,0.07464897,0.0,0.7021687,0.0,0.0,0.0"
3017,"0.0,0.0,0.0,0.0,0.5156276,0.0,0.0,0.0"
3018,"0.0,0.0,0.6056709,0.0,1.144824,0.0,0.0,0.0"
3019,"0.0,0.0,0.8527437,0.0,1.3658948,0.0,0.0,0.0"
3020,"0.0,0.0,0.47476643,0.0,1.0587022,0.0,0.0,0.0"
3021,"0.0,0.0,0.0077141803,0.0,0.62834036,0.0,0.0,0.0"
3022,"0.0,0.0,0.73187715,0.0,1.2541115,0.0,0.0,0.0"
3023,"0.0,0.0,0.20782228,0.0,0.8215481,0.0,0.0,0.0"
3024,"0.0,0.0,0.0,0.0,0.19433466,0.0,0.0,0.0"
3025,"0.0,0.0,0.42134783,0.0,1.0138724,0.0,0.0,0.0"
3026,"0.0,0.0,0.0,0.0,0.6102064,0.0,0.0,0.0"
3027,"0.0,0.0,0.043209,0.0,0.66389114,0.0,0.0,0.0"
3028,"0.0,0.0,0.045355,0.0,0.65491265,0.0,0.0,0.0"
3029,"0.0,0.0,0.25714916,0.0,0.857393,0.0,0.0,0.0"
3030,"0.0,0.0,1.0683144,0.0,1.5410032,0.0,0.0,0.0"
3031,"0.0,0.0,0.12635192,0.0,0.73753846,0.0,0.0,0.0"
3032,"0.0,0.0,0.53459466,0.0,1.0986844,0.0,0.0,0.0"
3033,"0.0,0.0,0.21793856,0.0,0.83523387,0.0,0.0,0.0"
3034,"0.0,0.0,0.60037535,0.0,1.1504585,0.0,0.0,0.0"
3035,"0.0,0.0,0.73993087,0.0,1.2742189,0.0,0.0,0.0"
3036,"0.0,0.0,0.25188634,0.0,0.8640261,0.0,0.0,0.0"
3037,"0.0,0.0,0.70023197,0.0,1.2406228,0.0,0.0,0.0"
3038,"0.0,0.0,0.62173456,0.0,1.1768415,0.0,0.0,0.0"
3039,"0.0,0.0,0.57623535,0.0,1.1273105,0.0,0.0,0.0"
3040,"0.0,0.0,0.28281316,0.0,0.8879933,0.0,0.0,0.0"
3041,"0.0,0.0,0.0,0.0,0.19835362,0.0,0.0,0.0"
3042,"0.0,0.0,0.0,0.0,0.40305263,0.0,0.0,0.0"
3043,"0.0,0.0,0.0,0.0,0.06422901,0.0,0.0,0.0"
3044,"0.0,0.0,0.49238437,0.0,1.0633292,0.0,0.0,0.0"
3045,"0.0,0.0,0.2015114,0.0,0.7972593,0.0,0.0,0.0"
3046,"0.0,0.0,0.1131105,0.0,0.72249854,0.0,0.0,0.0"
3047,"0.0,0.0,0.39737472,0.0,0.99545723,0.0,0.0,0.0"
3048,"0.0,0.0,0.0,0.0,0.47635686,0.0,0.0,0.0"
3049,"0.0,0.0,0.24153042,0.0,0.8536773,0.0,0.0,0.0"
3050,"0.0,0.0,0.2894256,0.0,0.8917961,0.0,0.0,0.0"
3051,"0.0,0.0,0.01104383,0.0,0.6055833,0.0,0.0,0.0"
3052,"0.0,0.0,0.7653641,0.0,1.2819293,0.0,0.0,0.0"
3053,"0.0,0.0,0.0,0.0,0.5817346,0.0,0.0,0.0"
3054,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
3055,"0.0,0.0,0.0,0.0,0.44281596,0.0,0.0,0.0"
3056,"0.0,0.0,0.227451,0.0,0.8371723,0.0,0.0,0.0"
3057,"0.0,0.0,0.2379848,0.0,0.8506595,0.0,0.0,0.0"
3058,"0.0,0.0,0.07663246,0.0,0.69938034,0.0,0.0,0.0"
3059,"0.0,0.0,0.23193145,0.0,0.83048826,0.0,0.0,0.0"
3060,"0.0,0.0,0.61498517,0.0,1.1715403,0.0,0.0,0.0"
3061,"0.0,0.0,0.6820982,0.0,1.2122489,0.0,0.0,0.0"
3062,"0.0,0.0,0.84998834,0.0,1.3636174,0.0,0.0,0.0"
3063,"0.0,0.0,0.0,0.0,0.29867136,0.0,0.0,0.0"
3064,"0.0,0.0,0.0,0.0,0.43461254,0.0,0.0,0.0"
3065,"0.0,0.0,0.3044176,0.0,0.90397024,0.0,0.0,0.0"
3066,"0.0,0.0,0.5175824,0.0,1.088656,0.0,0.0,0.0"
3067,"0.0,0.0,0.680511,0.0,1.2236109,0.0,0.0,0.0"
3068,"0.0,0.0,0.62233704,0.0,1.1774125,0.0,0.0,0.0"
3069,"0.0,0.0,0.5066207,0.0,1.0844314,0.0,0.0,0.0"
3070,"0.0,0.0,0.22648612,0.0,0.84354115,0.0,0.0,0.0"
3071,"0.0,0.0,0.6464461,0.0,1.1983821,0.0,0.0,0.0"
3072,"0.0,0.0,0.5793349,0.0,1.1299415,0.0,0.0,0.0"
3073,"0.0,0.0,0.30450526,0.0,0.9064207,0.0,0.0,0.0"
3074,"0.0,0.0,0.67637104,0.0,1.2268784,0.0,0.0,0.0"
3075,"0.0,0.0,0.5370344,0.0,1.0999703,0.0,0.0,0.0"
3076,"0.0,0.0,0.5078651,0.0,1.0720499,0.0,0.0,0.0"
3077,"0.0,0.0,0.87407297,0.0,1.4008024,0.0,0.0,0.0"
3078,"0.0,0.0,0.23982513,0.0,0.83889735,0.0,0.0,0.0"
3079,"0.0,0.0,0.26708186,0.0,0.8677896,0.0,0.0,0.0"
3080,"0.0,0.0,0.2436206,0.0,0.83994037,0.0,0.0,0.0"
3081,"0.0,0.0,0.43089044,0.0,1.0160229,0.0,0.0,0.0"
3082,"0.0,0.0,0.33349597,0.0,0.9260955,0.0,0.0,0.0"
3083,"0.0,0.0,1.0358869,0.0,1.5136857,0.0,0.0,0.0"
3084,"0.0,0.0,0.4937197,0.0,1.0711778,0.0,0.0,0.0"
3085,"0.0,0.0,0.0,0.0,0.60206175,0.0,0.0,0.0"
3086,"0.0,0.0,0.02386511,0.0,0.6363092,0.0,0.0,0.0"
3087,"0.0,0.0,0.37914488,0.0,0.965327,0.0,0.0,0.0"
3088,"0.0,0.0,0.7309447,0.0,1.2531383,0.0,0.0,0.0"
3089,"0.0,0.0,0.55077034,0.0,1.1181604,0.0,0.0,0.0"
3090,"0.0,0.0,0.6837598,0.0,1.2280124,0.0,0.0,0.0"
3091,"0.0,0.0,0.7039514,0.0,1.2441883,0.0,0.0,0.0"
3092,"0.0,0.0,0.45971704,0.0,1.0441948,0.0,0.0,0.0"
3093,"0.0,0.0,0.39646614,0.0,0.99405795,0.0,0.0,0.0"
3094,"0.0,0.0,0.5000304,0.0,1.0789448,0.0,0.0,0.0"
3095,"0.0,0.0,0.91994524,0.0,1.4208817,0.0,0.0,0.0"
3096,"0.0,0.0,0.33495966,0.0,0.9296879,0.0,0.0,0.0"
3097,"0.0,0.0,0.70159554,0.0,1.2288756,0.0,0.0,0.0"
3098,"0.0,0.0,0.6552941,0.0,1.2045488,0.0,0.0,0.0"
3099,"0.0,0.0,0.14080866,0.0,0.7597091,0.0,0.0,0.0"
3100,"0.0,0.0,0.53283113,0.0,1.1042336,0.0,0.0,0.0"
3101,"0.0,0.0,0.5563337,0.0,1.1157184,0.0,0.0,0.0"
3102,"0.0,0.0,0.56382525,0.0,1.1205151,0.0,0.0,0.0"
3103,"0.0,0.0,0.19600973,0.0,0.7960244,0.0,0.0,0.0"
3104,"0.0,0.0,0.5315789,0.0,1.0914806,0.0,0.0,0.0"
3105,"0.0,0.0,0.51541317,0.0,1.0904548,0.0,0.0,0.0"
3106,"0.0,0.0,0.10595678,0.0,0.7056004,0.0,0.0,0.0"
3107,"0.0,0.0,0.26011637,0.0,0.86735034,0.0,0.0,0.0"
3108,"0.0,0.0,0.52420056,0.0,1.0988916,0.0,0.0,0.0"
3109,"0.0,0.0,0.0,0.0,0.5830259,0.0,0.0,0.0"
3110,"0.0,0.0,0.4018145,0.0,0.99741113,0.0,0.0,0.0"
3111,"0.0,0.0,0.48208123,0.0,1.0641311,0.0,0.0,0.0"
3112,"0.0,0.0,0.48128575,0.0,1.0644544,0.0,0.0,0.0"
3113,"0.0,0.0,0.0,0.0,0.5213734,0.0,0.0,0.0"
3114,"0.0,0.0,1.0349224,0.0,1.5015548,0.0,0.0,0.0"
3115,"0.0,0.0,0.45451534,0.0,1.0413864,0.0,0.0,0.0"
3116,"0.0,0.0,0.024080088,0.0,0.6170241,0.0,0.0,0.0"
3117,"0.0,0.0,0.35062274,0.0,0.9525971,0.0,0.0,0.0"
3118,"0.0,0.0,0.1490375,0.0,0.7486382,0.0,0.0,0.0"
3119,"0.0,0.0,0.05973822,0.0,0.6781418,0.0,0.0,0.0"
3120,"0.0,0.0,0.09571949,0.0,0.7090094,0.0,0.0,0.0"
3121,"0.0,0.0,0.38493526,0.0,0.97990775,0.0,0.0,0.0"
3122,"0.0,0.0,0.2997553,0.0,0.90368325,0.0,0.0,0.0"
3123,"0.0,0.0,0.14596741,0.0,0.7573943,0.0,0.0,0.0"
3124,"0.0,0.0,0.37818912,0.0,0.9776181,0.0,0.0,0.0"
3125,"0.0,0.0,0.58955556,0.0,1.1513042,0.0,0.0,0.0"
3126,"0.0,0.0,0.25563422,0.0,0.85582936,0.0,0.0,0.0"
3127,"0.0,0.0,0.4278387,0.0,1.0190939,0.0,0.0,0.0"
3128,"0.0,0.0,0.37488317,0.0,0.9735147,0.0,0.0,0.0"
3129,"0.0,0.0,0.573855,0.0,1.1378295,0.0,0.0,0.0"
3130,"0.0,0.0,0.0,0.0,0.45961517,0.0,0.0,0.0"
3131,"0.0,0.0,0.20548066,0.0,0.81617445,0.0,0.0,0.0"
3132,"0.0,0.0,0.08897716,0.0,0.70160097,0.0,0.0,0.0"
3133,"0.0,0.0,0.27564657,0.0,0.8835391,0.0,0.0,0.0"
3134,"0.0,0.0,0.86803585,0.0,1.3794725,0.0,0.0,0.0"
3135,"0.0,0.0,0.6005899,0.0,1.1596556,0.0,0.0,0.0"
3136,"0.0,0.0,0.4437795,0.0,1.0211186,0.0,0.0,0.0"
3137,"0.0,0.0,0.21726054,0.0,0.83371925,0.0,0.0,0.0"
3138,"0.0,0.0,0.19594933,0.0,0.798319,0.0,0.0,0.0"
3139,"0.0,0.0,0.112682775,0.0,0.7275673,0.0,0.0,0.0"
3140,"0.0,0.0,0.40800968,0.0,0.99066824,0.0,0.0,0.0"
3141,"0.0,0.0,0.115183234,0.0,0.7057925,0.0,0.0,0.0"
3142,"0.0,0.0,0.3727349,0.0,0.9465016,0.0,0.0,0.0"
3143,"0.0,0.0,0.40580288,0.0,1.0008144,0.0,0.0,0.0"
3144,"0.0,0.0,0.2798989,0.0,0.88664854,0.0,0.0,0.0"
3145,"0.0,0.0,0.41506445,0.0,1.0080595,0.0,0.0,0.0"
3146,"0.0,0.0,0.207329,0.0,0.8238739,0.0,0.0,0.0"
3147,"0.0,0.0,1.035881,0.0,1.5137224,0.0,0.0,0.0"
3148,"0.0,0.0,0.6592349,0.0,1.207438,0.0,0.0,0.0"
3149,"0.0,0.0,0.2596357,0.0,0.85922754,0.0,0.0,0.0"
3150,"0.0,0.0,0.29363325,0.0,0.89394355,0.0,0.0,0.0"
3151,"0.0,0.0,0.07648078,0.0,0.6732945,0.0,0.0,0.0"
3152,"0.0,0.0,0.7958707,0.0,1.3189054,0.0,0.0,0.0"
3153,"0.0,0.0,0.3897854,0.0,0.97236633,0.0,0.0,0.0"
3154,"0.0,0.0,0.12389155,0.0,0.7194083,0.0,0.0,0.0"
3155,"0.0,0.0,0.31442514,0.0,0.91849494,0.0,0.0,0.0"
3156,"0.0,0.0,0.0,0.0,0.5642843,0.0,0.0,0.0"
3157,"0.0,0.0,0.35904598,0.0,0.9518162,0.0,0.0,0.0"
3158,"0.0,0.0,0.47417814,0.0,1.0558665,0.0,0.0,0.0"
3159,"0.0,0.0,0.56293416,0.0,1.1214228,0.0,0.0,0.0"
3160,"0.0,0.0,0.93607634,0.0,1.43402,0.0,0.0,0.0"
3161,"0.0,0.0,0.24047318,0.0,0.8405283,0.0,0.0,0.0"
3162,"0.0,0.0,0.0,0.0,0.32091418,0.0,0.0,0.0"
3163,"0.0,0.0,0.5748214,0.0,1.1397536,0.0,0.0,0.0"
3164,"0.0,0.0,0.31764412,0.0,0.9190557,0.0,0.0,0.0"
3165,"0.0,0.0,0.0,0.0,0.38437873,0.0,0.0,0.0"
3166,"0.0,0.0,0.0,0.0,0.47503385,0.0,0.0,0.0"
3167,"0.0,0.0,0.51637614,0.0,1.0931633,0.0,0.0,0.0"
3168,"0.0,0.0,0.49687248,0.0,1.0757945,0.0,0.0,0.0"
3169,"0.0,0.0,0.5326259,0.0,1.1050377,0.0,0.0,0.0"
3170,"0.0,0.0,0.32016096,0.0,0.9155209,0.0,0.0,0.0"
3171,"0.0,0.0,0.057246037,0.0,0.6529709,0.0,0.0,0.0"
3172,"0.0,0.0,0.10688238,0.0,0.71565664,0.0,0.0,0.0"
3173,"0.0,0.0,0.31824663,0.0,0.923737,0.0,0.0,0.0"
3174,"0.0,0.0,0.22220322,0.0,0.82982934,0.0,0.0,0.0"
3175,"0.0,0.0,0.5876433,0.0,1.1359906,0.0,0.0,0.0"
3176,"0.0,0.0,0.46996242,0.0,1.0525554,0.0,0.0,0.0"
3177,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
3178,"0.0,0.0,0.5243193,0.0,1.0983319,0.0,0.0,0.0"
3179,"0.0,0.0,0.15317243,0.0,0.7495041,0.0,0.0,0.0"
3180,"0.0,0.0,0.0,0.0,0.36373407,0.0,0.0,0.0"
3181,"0.0,0.0,0.4692062,0.0,1.0531789,0.0,0.0,0.0"
3182,"0.0,0.0,0.711544,0.0,1.2684951,0.0,0.0,0.0"
3183,"0.0,0.0,0.4049616,0.0,1.0006605,0.0,0.0,0.0"
3184,"0.0,0.0,0.24426135,0.0,0.845796,0.0,0.0,0.0"
3185,"0.0,0.0,0.52756685,0.0,1.101917,0.0,0.0,0.0"
3186,"0.0,0.0,0.42684832,0.0,1.0193102,0.0,0.0,0.0"
3187,"0.0,0.0,0.28510904,0.0,0.88444674,0.0,0.0,0.0"
3188,"0.0,0.0,0.72260684,0.0,1.2766836,0.0,0.0,0.0"
3189,"0.0,0.0,0.47967744,0.0,1.0492538,0.0,0.0,0.0"
3190,"0.0,0.0,0.0,0.0,0.022893846,0.0,0.0,0.0"
3191,"0.0,0.0,0.27069348,0.0,0.86900854,0.0,0.0,0.0"
3192,"0.0,0.0,0.2021915,0.0,0.7972183,0.0,0.0,0.0"
3193,"0.0,0.0,0.5068448,0.0,1.0866753,0.0,0.0,0.0"
3194,"0.0,0.0,0.3861622,0.0,0.9852731,0.0,0.0,0.0"
3195,"0.0,0.0,0.22875872,0.0,0.8305463,0.0,0.0,0.0"
3196,"0.0,0.0,0.7821799,0.0,1.3072605,0.0,0.0,0.0"
3197,"0.0,0.0,0.3327964,0.0,0.9269129,0.0,0.0,0.0"
3198,"0.0,0.0,0.79523957,0.0,1.3186338,0.0,0.0,0.0"
3199,"0.0,0.0,0.0036226418,0.0,0.617377,0.0,0.0,0.0"
3200,"0.0,0.0,0.75339675,0.0,1.2835443,0.0,0.0,0.0"
3201,"0.0,0.0,0.76351285,0.0,1.2924964,0.0,0.0,0.0"
3202,"0.0,0.0,0.28688854,0.0,0.88562036,0.0,0.0,0.0"
3203,"0.0,0.0,0.5847681,0.0,1.1379297,0.0,0.0,0.0"
3204,"0.0,0.0,0.37205854,0.0,0.96467996,0.0,0.0,0.0"
3205,"0.0,0.0,0.036516592,0.0,0.65829474,0.0,0.0,0.0"
3206,"0.0,0.0,0.14779627,0.0,0.7529641,0.0,0.0,0.0"
3207,"0.0,0.0,0.1597626,0.0,0.7711665,0.0,0.0,0.0"
3208,"0.0,0.0,0.2605211,0.0,0.8710091,0.0,0.0,0.0"
3209,"0.0,0.0,0.29932314,0.0,0.899896,0.0,0.0,0.0"
3210,"0.0,0.0,0.5664502,0.0,1.1191807,0.0,0.0,0.0"
3211,"0.0,0.0,0.503165,0.0,1.0814843,0.0,0.0,0.0"
3212,"0.0,0.0,0.2747902,0.0,0.8727654,0.0,0.0,0.0"
3213,"0.0,0.0,0.64571893,0.0,1.1883547,0.0,0.0,0.0"
3214,"0.0,0.0,0.10767922,0.0,0.7035365,0.0,0.0,0.0"
3215,"0.0,0.0,0.2295624,0.0,0.82721406,0.0,0.0,0.0"
3216,"0.0,0.0,0.0,0.0,0.526704,0.0,0.0,0.0"
3217,"0.0,0.0,0.5640354,0.0,1.1304193,0.0,0.0,0.0"
3218,"0.0,0.0,0.0,0.0,0.5481608,0.0,0.0,0.0"
3219,"0.0,0.0,0.26343548,0.0,0.87295413,0.0,0.0,0.0"
3220,"0.0,0.0,0.2935814,0.0,0.89389634,0.0,0.0,0.0"
3221,"0.0,0.0,0.35835886,0.0,0.9582604,0.0,0.0,0.0"
3222,"0.0,0.0,0.29734233,0.0,0.89865315,0.0,0.0,0.0"
3223,"0.0,0.0,0.3992422,0.0,0.9951098,0.0,0.0,0.0"
3224,"0.0,0.0,0.6095942,0.0,1.1674236,0.0,0.0,0.0"
3225,"0.0,0.0,0.0,0.0,0.46040332,0.0,0.0,0.0"
3226,"0.0,0.0,0.49825096,0.0,1.0777856,0.0,0.0,0.0"
3227,"0.0,0.0,0.299201,0.0,0.8982631,0.0,0.0,0.0"
3228,"0.0,0.0,0.0,0.0,0.577366,0.0,0.0,0.0"
3229,"0.0,0.0,0.27634194,0.0,0.87594974,0.0,0.0,0.0"
3230,"0.0,0.0,0.3790128,0.0,0.9712272,0.0,0.0,0.0"
3231,"0.0,0.0,0.11988054,0.0,0.73272324,0.0,0.0,0.0"
3232,"0.0,0.0,0.11313218,0.0,0.72597367,0.0,0.0,0.0"
3233,"0.0,0.0,0.28483775,0.0,0.89135206,0.0,0.0,0.0"
3234,"0.0,0.0,0.12181173,0.0,0.7357521,0.0,0.0,0.0"
3235,"0.0,0.0,0.0,0.0,0.52176404,0.0,0.0,0.0"
3236,"0.0,0.0,0.36930338,0.0,0.9653991,0.0,0.0,0.0"
3237,"0.0,0.0,0.4410952,0.0,1.017611,0.0,0.0,0.0"
3238,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
3239,"0.0,0.0,0.0,0.0,0.48593885,0.0,0.0,0.0"
3240,"0.0,0.0,0.31626013,0.0,0.9154152,0.0,0.0,0.0"
3241,"0.0,0.0,0.053589195,0.0,0.6692001,0.0,0.0,0.0"
3242,"0.0,0.0,0.1977796,0.0,0.8112124,0.0,0.0,0.0"
3243,"0.0,0.0,0.0,0.0,0.5242273,0.0,0.0,0.0"
3244,"0.0,0.0,0.47418386,0.0,1.0443612,0.0,0.0,0.0"
3245,"0.0,0.0,0.42049783,0.0,1.0133785,0.0,0.0,0.0"
3246,"0.0,0.0,0.74013823,0.0,1.2720556,0.0,0.0,0.0"
3247,"0.0,0.0,0.15270565,0.0,0.7730161,0.0,0.0,0.0"
3248,"0.0,0.0,0.01729597,0.0,0.6288213,0.0,0.0,0.0"
3249,"0.0,0.0,0.2570356,0.0,0.8691589,0.0,0.0,0.0"
3250,"0.0,0.0,0.2438705,0.0,0.84293556,0.0,0.0,0.0"
3251,"0.0,0.0,0.40523654,0.0,1.0015892,0.0,0.0,0.0"
3252,"0.0,0.0,0.5847307,0.0,1.1483219,0.0,0.0,0.0"
3253,"0.0,0.0,0.43252972,0.0,1.010756,0.0,0.0,0.0"
3254,"0.0,0.0,0.081098035,0.0,0.69960946,0.0,0.0,0.0"
3255,"0.0,0.0,0.52386475,0.0,1.0959165,0.0,0.0,0.0"
3256,"0.0,0.0,0.71716243,0.0,1.2380551,0.0,0.0,0.0"
3257,"0.0,0.0,0.02724182,0.0,0.62444043,0.0,0.0,0.0"
3258,"0.0,0.0,0.0,0.0,0.36466336,0.0,0.0,0.0"
3259,"0.0,0.0,0.3116526,0.0,0.91705763,0.0,0.0,0.0"
3260,"0.0,0.0,0.70230687,0.0,1.2430336,0.0,0.0,0.0"
3261,"0.0,0.0,0.4660669,0.0,1.0509815,0.0,0.0,0.0"
3262,"0.0,0.0,0.0,0.0,0.51510715,0.0,0.0,0.0"
3263,"0.0,0.0,0.26732785,0.0,0.8768256,0.0,0.0,0.0"
3264,"0.0,0.0,0.122855484,0.0,0.745184,0.0,0.0,0.0"
3265,"0.0,0.0,0.8640232,0.0,1.3576746,0.0,0.0,0.0"
3266,"0.0,0.0,0.6052454,0.0,1.164902,0.0,0.0,0.0"
3267,"0.0,0.0,0.39642638,0.0,0.9773657,0.0,0.0,0.0"
3268,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
3269,"0.0,0.0,0.11320612,0.0,0.71841484,0.0,0.0,0.0"
3270,"0.0,0.0,0.44054005,0.0,1.029594,0.0,0.0,0.0"
3271,"0.0,0.0,0.48645574,0.0,1.0662725,0.0,0.0,0.0"
3272,"0.0,0.0,0.32747054,0.0,0.9332719,0.0,0.0,0.0"
3273,"0.0,0.0,0.004774114,0.0,0.614138,0.0,0.0,0.0"
3274,"0.0,0.0,0.10370025,0.0,0.7207862,0.0,0.0,0.0"
3275,"0.0,0.0,0.2726278,0.0,0.8808358,0.0,0.0,0.0"
3276,"0.0,0.0,0.177147,0.0,0.7917258,0.0,0.0,0.0"
3277,"0.0,0.0,0.32274383,0.0,0.92272294,0.0,0.0,0.0"
3278,"0.0,0.0,0.38578644,0.0,0.9593309,0.0,0.0,0.0"
3279,"0.0,0.0,0.10671644,0.0,0.7256093,0.0,0.0,0.0"
3280,"0.0,0.0,0.026622897,0.0,0.65036654,0.0,0.0,0.0"
3281,"0.0,0.0,0.8606673,0.0,1.3892549,0.0,0.0,0.0"
3282,"0.0,0.0,0.14775991,0.0,0.7638295,0.0,0.0,0.0"
3283,"0.0,0.0,0.21736144,0.0,0.83080983,0.0,0.0,0.0"
3284,"0.0,0.0,0.37015262,0.0,0.9584491,0.0,0.0,0.0"
3285,"0.0,0.0,0.0,0.0,0.42101938,0.0,0.0,0.0"
3286,"0.0,0.0,0.0,0.0,0.019057333,0.0,0.0,0.0"
3287,"0.0,0.0,0.0,0.0,0.19768819,0.0,0.0,0.0"
3288,"0.0,0.0,0.27704284,0.0,0.8738357,0.0,0.0,0.0"
3289,"0.0,0.0,0.43988356,0.0,1.0288978,0.0,0.0,0.0"
3290,"0.0,0.0,0.13284613,0.0,0.7441307,0.0,0.0,0.0"
3291,"0.0,0.0,0.16374364,0.0,0.76815903,0.0,0.0,0.0"
3292,"0.0,0.0,0.22938302,0.0,0.8322299,0.0,0.0,0.0"
3293,"0.0,0.0,0.40853876,0.0,1.0024033,0.0,0.0,0.0"
3294,"0.0,0.0,0.043035775,0.0,0.66379386,0.0,0.0,0.0"
3295,"0.0,0.0,0.24857637,0.0,0.84731776,0.0,0.0,0.0"
3296,"0.0,0.0,0.47994494,0.0,1.0626824,0.0,0.0,0.0"
3297,"0.0,0.0,0.50174737,0.0,1.0796518,0.0,0.0,0.0"
3298,"0.0,0.0,0.260296,0.0,0.8630147,0.0,0.0,0.0"
3299,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
3300,"0.0,0.0,0.33847216,0.0,0.92874837,0.0,0.0,0.0"
3301,"0.0,0.0,0.33117324,0.0,0.92693156,0.0,0.0,0.0"
3302,"0.0,0.0,0.44139108,0.0,1.0180446,0.0,0.0,0.0"
3303,"0.0,0.0,0.55644137,0.0,1.1357362,0.0,0.0,0.0"
3304,"0.0,0.0,0.12150133,0.0,0.7157759,0.0,0.0,0.0"
3305,"0.0,0.0,0.074196294,0.0,0.6976691,0.0,0.0,0.0"
3306,"0.0,0.0,0.17630485,0.0,0.7946394,0.0,0.0,0.0"
3307,"0.0,0.0,0.92815596,0.0,1.4261265,0.0,0.0,0.0"
3308,"0.0,0.0,0.22976035,0.0,0.836069,0.0,0.0,0.0"
3309,"0.0,0.0,0.33397645,0.0,0.9297651,0.0,0.0,0.0"
3310,"0.0,0.0,0.518906,0.0,1.0790334,0.0,0.0,0.0"
3311,"0.0,0.0,0.4883104,0.0,1.0735774,0.0,0.0,0.0"
3312,"0.0,0.0,0.2724654,0.0,0.87266517,0.0,0.0,0.0"
3313,"0.0,0.0,0.038574956,0.0,0.651413,0.0,0.0,0.0"
3314,"0.0,0.0,0.27891645,0.0,0.878997,0.0,0.0,0.0"
3315,"0.0,0.0,0.09820467,0.0,0.7003875,0.0,0.0,0.0"
3316,"0.0,0.0,0.2728151,0.0,0.8769967,0.0,0.0,0.0"
3317,"0.0,0.0,0.60887295,0.0,1.168576,0.0,0.0,0.0"
3318,"0.0,0.0,0.30386606,0.0,0.90838456,0.0,0.0,0.0"
3319,"0.0,0.0,0.17585054,0.0,0.7748897,0.0,0.0,0.0"
3320,"0.0,0.0,0.2698224,0.0,0.8791975,0.0,0.0,0.0"
3321,"0.0,0.0,0.12947454,0.0,0.74049497,0.0,0.0,0.0"
3322,"0.0,0.0,0.040600374,0.0,0.64956754,0.0,0.0,0.0"
3323,"0.0,0.0,0.19193333,0.0,0.8052506,0.0,0.0,0.0"
3324,"0.0,0.0,0.09938428,0.0,0.7142854,0.0,0.0,0.0"
3325,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
3326,"0.0,0.0,0.07501688,0.0,0.68385565,0.0,0.0,0.0"
3327,"0.0,0.0,0.66324645,0.0,1.2301409,0.0,0.0,0.0"
3328,"0.0,0.0,0.60152864,0.0,1.1606417,0.0,0.0,0.0"
3329,"0.0,0.0,0.37099043,0.0,0.9710262,0.0,0.0,0.0"
3330,"0.0,0.0,0.38253355,0.0,0.97974014,0.0,0.0,0.0"
3331,"0.0,0.0,0.0,0.0,0.5645413,0.0,0.0,0.0"
3332,"0.0,0.0,0.18039015,0.0,0.7932668,0.0,0.0,0.0"
3333,"0.0,0.0,0.115737736,0.0,0.7063737,0.0,0.0,0.0"
3334,"0.0,0.0,0.8447438,0.0,1.3597963,0.0,0.0,0.0"
3335,"0.0,0.0,0.38342023,0.0,0.98114836,0.0,0.0,0.0"
